class,uniprot_id,name
positive,A0A645GLR0,A0A645GLR0_9ZZZZ Thermostable beta-glucosidase B OS=bioreactor metagenome OX=1076179 GN=bglB_15 PE=3 SV=1
negative,A0A259TK82,A0A259TK82_9BACL beta-glucosidase OS=Paenibacillus sp. XY044 OX=2026089 GN=CJP46_03250 PE=4 SV=1
positive,A0A1M6HJM7,A0A1M6HJM7_9FIRM beta-glucosidase OS=Thermoclostridium caenicola OX=659425 GN=SAMN05444373_10332 PE=4 SV=1
negative,A0A520PAS9,A0A520PAS9_UNCPS Beta-glucosidase OS=Pseudomonadota bacterium OX=1977087 GN=EVA81_09175 PE=3 SV=1
positive,A0A653QIB7,A0A653QIB7_9FLAO Thermostable beta-glucosidase B OS=Flavobacterium sp. 9R OX=2653143 GN=bglB PE=3 SV=1
negative,A0A6A5KJK9,A0A6A5KJK9_9PLEO Probable beta-glucosidase E OS=Decorospora gaudefroyi OX=184978 GN=BDW02DRAFT_597014 PE=3 SV=1
positive,A5IKZ4,A5IKZ4_THEP1 beta-glucosidase OS=Thermotoga petrophila (strain ATCC BAA-488 / DSM 13995 / JCM 10881 / RKU-1) OX=390874 GN=Tpet_0848 PE=3 SV=1
negative,A0A7W6PD72,A0A7W6PD72_9HYPH Beta-glucosidase OS=Martelella radicis OX=1397476 GN=GGR30_004105 PE=3 SV=1
positive,A0A2Z5JYV6,A0A2Z5JYV6_9ACTN Thermostable beta-glucosidase B OS=Streptomyces sp. Go-475 OX=2072505 GN=bglB2 PE=3 SV=1
negative,A0A9P3FH66,A0A9P3FH66_9PEZI beta-glucosidase OS=Cercospora kikuchii OX=84275 GN=CKM354_000540000 PE=3 SV=1
positive,B5YH90,B5YH90_THEYD Chain A- Beta-Glycosidase From Pyrococcus Horikoshii OS=Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87) OX=289376 GN=THEYE_A1789 PE=3 SV=1
negative,A0A246AFP8,A0A246AFP8_9SPHI beta-glucosidase OS=Pedobacter sp. AJM OX=2003629 GN=CBW18_04495 PE=4 SV=1
positive,A0A1V6BU32,A0A1V6BU32_9BACT Thermostable beta-glucosidase B OS=Bacteroidetes bacterium ADurb.Bin139 OX=1852805 GN=bglB_2 PE=3 SV=1
negative,A0A5A7SM16,A0A5A7SM16_CUCME beta-glucosidase OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold848G00430 PE=3 SV=1
positive,A0A2X0VPG3,A0A2X0VPG3_9ACTO Thermostable beta-glucosidase B OS=Schaalia odontolytica OX=1660 GN=bglB_3 PE=3 SV=1
negative,A0A5N7Y4L9,A0A5N7Y4L9_PSESP beta-glucosidase OS=Pseudomonas sp OX=306 GN=bglX PE=4 SV=1
positive,A0A4U8W7N7,A0A4U8W7N7_9FLAO Thermostable beta-glucosidase B OS=Chryseobacterium taihuense OX=1141221 GN=bglB PE=3 SV=1
negative,A0A0E9MYH0,A0A0E9MYH0_9BACT beta-glucosidase OS=Flavihumibacter petaseus NBRC 106054 OX=1220578 GN=bglX PE=3 SV=1
positive,A0A0U5NYX2,A0A0U5NYX2_9CLOT Thermostable beta-glucosidase B OS=Clostridium sp. C105KSO13 OX=1776045 GN=bglB_4 PE=3 SV=1
negative,A0A2V5HEA7,A0A2V5HEA7_ASPV1 Probable beta-glucosidase E OS=Aspergillus violaceofuscus (strain CBS 115571) OX=1450538 GN=BO99DRAFT_258135 PE=3 SV=1
positive,A0A7C4KIP8,A0A7C4KIP8_9CHLR beta-glucosidase (Fragment) OS=Anaerolinea thermolimosa OX=229919 GN=ENT37_03565 PE=3 SV=1
negative,A0A067QBC1,A0A067QBC1_9AGAM beta-glucosidase OS=Jaapia argillacea MUCL 33604 OX=933084 GN=JAAARDRAFT_33445 PE=3 SV=1
positive,A0A662GAC4,A0A662GAC4_9CREN beta-glucosidase OS=Thermoprotei archaeon OX=2250277 GN=DRJ43_03850 PE=3 SV=1
negative,X0CCL5,X0CCL5_FUSOX beta-glucosidase OS=Fusarium oxysporum f. sp. raphani 54005 OX=1089458 GN=FOQG_08375 PE=3 SV=1
positive,A0A143XGN5,A0A143XGN5_9FIRM Thermostable beta-glucosidase B OS=Clostridiales bacterium CHKCI001 OX=1780378 GN=bglB_1 PE=4 SV=1
negative,A0A8J3MWZ7,A0A8J3MWZ7_9CHLR beta-glucosidase OS=Reticulibacter mediterranei OX=2778369 GN=KSF_004470 PE=4 SV=1
positive,A0A090Z5M4,A0A090Z5M4_PAEMA Thermostable beta-glucosidase B OS=Paenibacillus macerans OX=44252 GN=bglB PE=3 SV=1
negative,A0A7S4I986,A0A7S4I986_9STRA beta-glucosidase OS=Odontella aurita OX=265563 GN=OAUR00152_LOCUS8916 PE=3 SV=1
positive,A0A1C5NBR8,A0A1C5NBR8_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_2 PE=3 SV=1
negative,A0A2A9P6E5,A0A2A9P6E5_OPHUN Alpha-glucosidase OS=Ophiocordyceps unilateralis OX=268505 GN=XA68_16477 PE=3 SV=1
positive,A0A831JX16,A0A831JX16_THESB beta-glucosidase (Fragment) OS=Thermoanaerobacter sp OX=1755 GN=DEQ01_04295 PE=4 SV=1
negative,A0A317DKB2,A0A317DKB2_9ACTN beta-glucosidase OS=Micromonospora sp. 4G51 OX=2202420 GN=DKT69_12255 PE=3 SV=1
positive,A9QUC3,A9QUC3_THEAU beta-glucosidase OS=Thermoascus aurantiacus var. levisporus OX=306553 GN=bgl2 PE=3 SV=1
negative,A0A6N2E492,A0A6N2E492_9SPIO Beta-glucosidase OS=Spirochaetaceae bacterium OX=1898206 GN=EA428_03725 PE=3 SV=1
positive,A0A447KMB1,A0A447KMB1_SEROD Thermostable beta-glucosidase B OS=Serratia odorifera OX=618 GN=bglB_3 PE=3 SV=1
negative,A0A5R8NQY7,A0A5R8NQY7_9ACTN Beta-glucosidase OS=Nonomuraea sp. KC401 OX=1848324 GN=FE391_10910 PE=3 SV=1
positive,A0A840PP34,A0A840PP34_9ACTN beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_009577 PE=4 SV=1
negative,G1X701,G1X701_ARTOA beta-glucosidase OS=Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) OX=756982 GN=AOL_s00054g645 PE=3 SV=1
positive,A0A1V5HNJ3,A0A1V5HNJ3_9BACT Thermostable beta-glucosidase B OS=Tenericutes bacterium ADurb.BinA124 OX=1852921 GN=bglB PE=3 SV=1
negative,A0A1F7CLT4,A0A1F7CLT4_9BACT Beta-glucosidase OS=Candidatus Peribacteria bacterium RIFCSPLOWO2_12_FULL_53_10 OX=1801930 GN=A3G69_00980 PE=3 SV=1
positive,A0A3A4ACU2,A0A3A4ACU2_9ACTN beta-glucosidase OS=Bailinhaonella thermotolerans OX=1070861 GN=D5H75_29580 PE=3 SV=1
negative,A0A0P9FDI8,A0A0P9FDI8_9GAMM Beta-glucosidase OS=Pseudoalteromonas sp. P1-9 OX=1710354 GN=bglB PE=3 SV=1
positive,A0A6N3FRC7,A0A6N3FRC7_9CLOT Thermostable beta-glucosidase B OS=Clostridium paraputrificum OX=29363 GN=bglB_2 PE=3 SV=1
negative,A0A8H9FRC7,A0A8H9FRC7_9MICO Beta-glucosidase OS=Knoellia flava OX=913969 GN=GCM10011314_10950 PE=3 SV=1
positive,A0A1V5WGY5,A0A1V5WGY5_9CHLR Thermostable beta-glucosidase B OS=Chloroflexi bacterium ADurb.Bin222 OX=1852858 GN=bglB_1 PE=3 SV=1
negative,A0A1H7N7G9,A0A1H7N7G9_9BURK beta-glucosidase OS=Variovorax sp. YR750 OX=1884384 GN=SAMN05518845_105155 PE=4 SV=1
positive,A0A3D9SPL1,A0A3D9SPL1_9ACTN Beta-glucosidase OS=Thermomonospora umbrina OX=111806 GN=DFJ69_3030 PE=3 SV=1
negative,A0A9X4C8G1,A0A9X4C8G1_9BRAD Beta-glucosidase OS=Bradyrhizobium sp. WBAH33 OX=1420727 GN=C7U68_00705 PE=3 SV=1
positive,A0A397HHM1,A0A397HHM1_ASPTH Probable beta-glucosidase L OS=Aspergillus thermomutatus OX=41047 GN=CDV56_104840 PE=3 SV=1
negative,A0A7Z8Y4R9,A0A7Z8Y4R9_9CAUL beta-glucosidase OS=Brevundimonas mediterranea OX=74329 GN=BREV_BREV_00354 PE=3 SV=1
positive,A0A1V5XAR5,A0A1V5XAR5_9FIRM Thermostable beta-glucosidase B OS=Firmicutes bacterium ADurb.Bin193 OX=1852885 GN=bglB PE=3 SV=1
negative,A0A9D3WF97,A0A9D3WF97_9ROSI beta-glucosidase OS=Gossypium stocksii OX=47602 GN=J1N35_006082 PE=4 SV=1
positive,A0A231VHZ7,A0A231VHZ7_THETR beta-glucosidase OS=Thermoanaerobacterium thermosaccharolyticum OX=1517 GN=CE561_06035 PE=3 SV=1
negative,R0BCX3,R0BCX3_9FIRM beta-glucosidase OS=Enterocloster bolteae 90A9 OX=997894 GN=HMPREF1085_05159 PE=4 SV=1
positive,A4VE26,A4VE26_TETTS beta-glucosidase OS=Tetrahymena thermophila (strain SB210) OX=312017 GN=TTHERM_00520951 PE=4 SV=1
negative,A0A7V5ET29,A0A7V5ET29_9CHLR Beta-glucosidase OS=Anaerolineae bacterium OX=2052143 GN=ENK60_09150 PE=3 SV=1
positive,A0A378WSC1,A0A378WSC1_9NOCA Thermostable beta-glucosidase B OS=Nocardia africana OX=134964 GN=bglB_1 PE=3 SV=1
negative,A0A180FTH5,A0A180FTH5_9BACT Periplasmic beta-glucosidase OS=Bacteroidales bacterium Barb7 OX=1633203 GN=bglX PE=4 SV=1
positive,A0A0B5L2L8,A0A0B5L2L8_9THEM Beta-glucosidase OS=Thermotoga sp. RQ7 OX=126738 GN=TRQ7_05335 PE=3 SV=1
negative,A0A502CGV8,A0A502CGV8_9GAMM beta-glucosidase OS=Rhodanobacter glycinis OX=582702 GN=EAH88_00100 PE=4 SV=1
positive,A0A7C3MPG1,A0A7C3MPG1_DICTH beta-glucosidase OS=Dictyoglomus thermophilum OX=14 GN=ENW00_07180 PE=3 SV=1
negative,A0A7K6I7U3,A0A7K6I7U3_9PASS beta-glucosidase (Fragment) OS=Dasyornis broadbenti OX=243059 GN=Bgld PE=3 SV=1
positive,A0A291KE00,A0A291KE00_BROTH beta-glucosidase OS=Brochothrix thermosphacta OX=2756 GN=CNY62_02925 PE=3 SV=1
negative,M3ED66,M3ED66_9ACTN Beta-glucosidase OS=Streptomyces gancidicus BKS 13-15 OX=1284664 GN=H114_00342 PE=3 SV=1
positive,A0A1C6FGI3,A0A1C6FGI3_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB_7 PE=3 SV=1
negative,A0A6A5W1J4,A0A6A5W1J4_9PLEO Probable beta-glucosidase I OS=Amniculicola lignicola CBS 123094 OX=1392246 GN=P154DRAFT_500832 PE=3 SV=1
positive,A0A1M6URC7,A0A1M6URC7_9BACT beta-glucosidase OS=Rhodothermus profundi OX=633813 GN=SAMN04488087_1826 PE=3 SV=1
negative,A0A8H7QSV3,A0A8H7QSV3_9FUNG beta-glucosidase OS=Mucor saturninus OX=64648 GN=INT47_004193 PE=3 SV=1
positive,A0A1V6IJ57,A0A1V6IJ57_9BACT Thermostable beta-glucosidase B OS=Tenericutes bacterium ADurb.Bin024 OX=1852917 GN=bglB PE=3 SV=1
negative,A0A6P5Z0L3,A0A6P5Z0L3_DURZI Beta-glucosidase OS=Durio zibethinus OX=66656 GN=LOC111296343 PE=3 SV=1
positive,A6LNI1,A6LNI1_THEM4 Beta-glucosidase OS=Thermosipho melanesiensis (strain DSM 12029 / CIP 104789 / BI429) OX=391009 GN=Tmel_1638 PE=3 SV=1
negative,R3WQV4,R3WQV4_9ENTE beta-glucosidase OS=Enterococcus caccae ATCC BAA-1240 OX=1158612 GN=UC7_02264 PE=3 SV=1
positive,A0A174JEV9,A0A174JEV9_9FIRM Thermostable beta-glucosidase B OS=Fusicatenibacter saccharivorans OX=1150298 GN=bglB_4 PE=3 SV=1
negative,A0A060CRE1,A0A060CRE1_9MICC beta-glucosidase (Fragment) OS=uncultured Arthrobacter sp OX=114050 PE=4 SV=1
positive,R7RUN9,R7RUN9_9CLOT Beta-glucosidase OS=Thermobrachium celere DSM 8682 OX=941824 GN=TCEL_02236 PE=3 SV=1
negative,A0A1S1RJG4,A0A1S1RJG4_9ACTN beta-glucosidase OS=Parafrankia soli OX=2599596 GN=BBK14_30425 PE=4 SV=1
positive,A0A928XYY3,A0A928XYY3_9CHLR Beta-glucosidase OS=Thermoflexaceae bacterium OX=2739507 GN=HS107_05940 PE=3 SV=1
negative,A0A9P6ZX54,A0A9P6ZX54_9AGAM beta-glucosidase OS=Suillus placidus OX=48579 GN=EV702DRAFT_968688 PE=3 SV=1
positive,A0A1C6ESZ4,A0A1C6ESZ4_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_6 PE=3 SV=1
negative,A0A4U0XWA8,A0A4U0XWA8_9PEZI beta-glucosidase OS=Friedmanniomyces simplex OX=329884 GN=B0A55_02785 PE=3 SV=1
positive,A0A1E3AQC0,A0A1E3AQC0_9FIRM Thermostable beta-glucosidase B OS=Eisenbergiella tayi OX=1432052 GN=bglB_5 PE=3 SV=1
negative,A0A8H5PGI1,A0A8H5PGI1_9HYPO beta-glucosidase OS=Fusarium pseudocircinatum OX=56676 GN=FPCIR_4207 PE=3 SV=1
positive,A0A953IHV6,A0A953IHV6_9BACT Family 1 glycosylhydrolase (Fragment) OS=Thermoanaerobaculia bacterium OX=2651171 GN=K8H90_03310 PE=3 SV=1
negative,A0A6P0UPR9,A0A6P0UPR9_9FLAO beta-glucosidase OS=Leptobacterium flavescens OX=472055 GN=bglX PE=3 SV=1
positive,A0A7C1XNI1,A0A7C1XNI1_THERO Beta-glucosidase OS=Thermomicrobium roseum OX=500 GN=ENP47_06610 PE=3 SV=1
negative,A0A0N0K849,A0A0N0K849_9PROT beta-glucosidase OS=alpha proteobacterium AAP38 OX=1523418 GN=IP70_18325 PE=4 SV=1
positive,A0A5J4K526,A0A5J4K526_9CHLR Beta-glucosidase OS=Thermogemmatispora aurantia OX=2045279 GN=KTAU_04890 PE=3 SV=1
negative,A0A8J5ISG3,A0A8J5ISG3_9STRA beta-glucosidase OS=Phytophthora aleatoria OX=2496075 GN=JG688_00003875 PE=4 SV=1
positive,G0SG40,G0SG40_CHATD beta-glucosidase OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0064940 PE=3 SV=1
negative,A0A200ITJ7,A0A200ITJ7_9ENTE beta-glucosidase OS=Enterococcus sp. 9D6_DIV0238 OX=1834192 GN=A5889_002417 PE=3 SV=1
positive,A0A430RND4,A0A430RND4_THESC Beta-glucosidase OS=Thermus scotoductus OX=37636 GN=CSW23_03515 PE=3 SV=1
negative,A0A0U3L7K8,A0A0U3L7K8_9BURK Beta-glucosidase OS=Roseateles depolymerans OX=76731 GN=RD2015_2813 PE=3 SV=1
positive,E8URA9,E8URA9_THEBF beta-glucosidase OS=Thermoanaerobacter brockii subsp. finnii (strain ATCC 43586 / DSM 3389 / AKO-1) OX=509193 GN=Thebr_2098 PE=3 SV=1
negative,A0A2U1W1I4,A0A2U1W1I4_9PROT Beta-glucosidase OS=Azospirillum sp. TSO22-1 OX=716789 GN=TSO221_17730 PE=3 SV=1
positive,A0A125MF10,A0A125MF10_BACSE Thermostable beta-glucosidase B OS=Bacteroides stercoris OX=46506 GN=bglB PE=3 SV=1
negative,A0A1V6T5R4,A0A1V6T5R4_9EURO Probable beta-glucosidase G OS=Penicillium flavigenum OX=254877 GN=PENFLA_c014G07864 PE=3 SV=1
positive,A0A1C6GZR8,A0A1C6GZR8_9FIRM Thermostable beta-glucosidase B OS=uncultured Flavonifractor sp OX=1193534 GN=bglB_11 PE=3 SV=1
negative,A0A3M6W3H4,A0A3M6W3H4_HORWE beta-glucosidase OS=Hortaea werneckii OX=91943 GN=D0869_13969 PE=3 SV=1
positive,A0A446BH41,A0A446BH41_9PEZI beta-glucosidase OS=Thermothielavioides terrestris OX=2587410 GN=TT172_LOCUS4251 PE=3 SV=1
negative,A0AAE7L3B8,A0AAE7L3B8_9ENTR beta-glucosidase OS=Klebsiella sp. RHBSTW-00484 OX=2742651 GN=bglX PE=3 SV=1
positive,A0A6N3I396,A0A6N3I396_9FIRM Thermostable beta-glucosidase B OS=Hungatella hathewayi OX=154046 GN=bglB_3 PE=3 SV=1
negative,A0AAD6HBW9,A0AAD6HBW9_9EURO Probable alpha/beta-glucosidase agdC OS=Penicillium malachiteum OX=1324776 GN=N7493_011329 PE=3 SV=1
positive,A0A2X0VQ27,A0A2X0VQ27_9ACTO Thermostable beta-glucosidase B OS=Schaalia odontolytica OX=1660 GN=bglB_2 PE=3 SV=1
negative,A0A973UV49,A0A973UV49_9ACTN Beta-glucosidase OS=Hamadaea sp OX=2024425 GN=HOV79_07720 PE=3 SV=1
positive,A0A174KR15,A0A174KR15_9FIRM Thermostable beta-glucosidase B OS=Blautia wexlerae OX=418240 GN=bglB_3 PE=3 SV=1
negative,A0A4V6PR09,A0A4V6PR09_9BURK Beta-glucosidase OS=Paraburkholderia sp. BL10I2N1 OX=1938796 GN=B0G77_0639 PE=3 SV=1
positive,A0A840PEG1,A0A840PEG1_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_009578 PE=3 SV=1
negative,B0RX50,B0RX50_XANCB beta-glucosidase OS=Xanthomonas campestris pv. campestris (strain B100) OX=509169 GN=bgl1 PE=4 SV=1
positive,A0A100JSL0,A0A100JSL0_STRSC Thermostable beta-glucosidase B OS=Streptomyces scabiei OX=1930 GN=bglB_2 PE=3 SV=1
negative,A0A8J4DNF9,A0A8J4DNF9_9ACTN Beta-glucosidase OS=Virgisporangium aliadipatigenens OX=741659 GN=Val02_03680 PE=3 SV=1
positive,A0A0M2H9K5,A0A0M2H9K5_9MICO Thermostable beta-glucosidase B OS=Microbacterium terrae OX=69369 GN=bglB_3 PE=3 SV=1
negative,A0A3D5GK55,A0A3D5GK55_9ACTN beta-glucosidase OS=Acidimicrobiaceae bacterium OX=2024894 GN=DGF10_09290 PE=3 SV=1
positive,A0A1C6A4T1,A0A1C6A4T1_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_5 PE=3 SV=1
negative,A0A077WWX7,A0A077WWX7_9FUNG beta-glucosidase OS=Lichtheimia ramosa OX=688394 GN=LRAMOSA03590 PE=3 SV=1
positive,A0A1H1HS51,A0A1H1HS51_9ACTN beta-glucosidase OS=Thermostaphylospora chromogena OX=35622 GN=SAMN04489764_4764 PE=3 SV=1
negative,A0A7D8AC13,A0A7D8AC13_9MICO Beta-glucosidase OS=Microbacterium esteraromaticum OX=57043 GN=FVO59_09915 PE=3 SV=1
positive,B1Q1F4,B1Q1F4_THELA Probable alpha/beta-glucosidase agdC OS=Thermomyces lanuginosus OX=5541 PE=2 SV=1
negative,A0A9P9G620,A0A9P9G620_FUSSL beta-glucosidase OS=Fusarium solani OX=169388 GN=B0J15DRAFT_599249 PE=3 SV=1
positive,A0A6J4ULC3,A0A6J4ULC3_9BACT Beta-glucosidase OS=uncultured Thermomicrobiales bacterium OX=1645740 GN=AVDCRST_MAG59-1722 PE=3 SV=1
negative,A0A9R1AQS8,A0A9R1AQS8_TRITD beta-glucosidase OS=Triticum turgidum subsp. durum OX=4567 GN=TRITD_5Bv1G199600 PE=4 SV=1
positive,A0A379ED61,A0A379ED61_9BACT Thermostable beta-glucosidase B OS=Prevotella denticola OX=28129 GN=bglB PE=3 SV=1
negative,A0A853ETI8,A0A853ETI8_9MICO Beta-glucosidase OS=Sanguibacter inulinus OX=60922 GN=HZZ10_10210 PE=3 SV=1
positive,A0A397GSN8,A0A397GSN8_ASPTH beta-glucosidase OS=Aspergillus thermomutatus OX=41047 GN=CDV56_105216 PE=3 SV=1
negative,A0A1Q3MK53,A0A1Q3MK53_9BACT Beta-glucosidase OS=Armatimonadetes bacterium 55-13 OX=1895717 GN=BGO01_11570 PE=3 SV=1
positive,G2QDN2,G2QDN2_THET4 beta-glucosidase OS=Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) OX=573729 GN=MYCTH_66804 PE=3 SV=1
negative,A0A1X7H706,A0A1X7H706_9ACTN beta-glucosidase OS=Streptomyces sp. Amel2xC10 OX=1305826 GN=SAMN02745830_06296 PE=3 SV=1
positive,A0A1C6KCF0,A0A1C6KCF0_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB_6 PE=3 SV=1
negative,A0A259JTC3,A0A259JTC3_9HYPH beta-glucosidase (Fragment) OS=Azorhizobium sp. 39-67-5 OX=1970322 GN=B7X76_04125 PE=4 SV=1
positive,A0A3S4R1D6,A0A3S4R1D6_CHRGE Thermostable beta-glucosidase B OS=Chryseobacterium gleum OX=250 GN=bglB_2 PE=3 SV=1
negative,A0A2P2G1Q8,A0A2P2G1Q8_AMYLU Beta-glucosidase OS=Amycolatopsis lurida NRRL 2430 OX=1460371 GN=BB31_04165 PE=3 SV=1
positive,A0A2E3QZD2,A0A2E3QZD2_9BACT Beta-glucosidase OS=Rhodothermaceae bacterium OX=2026787 GN=CMM85_15330 PE=3 SV=1
negative,A0AAE8IX59,A0AAE8IX59_9HYPH Beta-glucosidase OS=Rhizobium sp. AN5 OX=1855304 GN=SAMN05216358_2117 PE=3 SV=1
positive,A0AA49Q2T7,A0AA49Q2T7_9THEO beta-glucosidase OS=Thermoanaerobacterium sp. CMT5567-10 OX=3061989 GN=Q2T46_03235 PE=3 SV=1
negative,A0A1X3FMD9,A0A1X3FMD9_9BRAD Beta-glucosidase OS=Bradyrhizobium canariense OX=255045 GN=BSZ18_37855 PE=3 SV=1
positive,E8N3Y4,E8N3Y4_ANATU Beta-glucosidase OS=Anaerolinea thermophila (strain DSM 14523 / JCM 11388 / NBRC 100420 / UNI-1) OX=926569 GN=bglA PE=3 SV=1
negative,A0A1H8NYH1,A0A1H8NYH1_9BACE beta-glucosidase OS=Bacteroides sp. AR20 OX=93974 GN=SAMN02910431_04086 PE=3 SV=1
positive,A0A174QJD5,A0A174QJD5_BACT4 Thermostable beta-glucosidase B OS=Bacteroides thetaiotaomicron OX=818 GN=bglB_3 PE=3 SV=1
negative,A0A4R6KXW9,A0A4R6KXW9_9ACTN Beta-glucosidase OS=Kribbella sp. VKM Ac-2571 OX=2512222 GN=EV651_110216 PE=3 SV=1
positive,E8N5R8,E8N5R8_ANATU beta-glucosidase OS=Anaerolinea thermophila (strain DSM 14523 / JCM 11388 / NBRC 100420 / UNI-1) OX=926569 GN=ANT_17560 PE=3 SV=1
negative,A0A519Y4Q7,A0A519Y4Q7_9SPHI beta-glucosidase OS=Pedobacter sp OX=1411316 GN=EOO98_06150 PE=3 SV=1
positive,A0A6I6DW70,A0A6I6DW70_THETI Beta-glucosidase OS=Thermochromatium tepidum ATCC 43061 OX=316276 GN=E6P07_01150 PE=3 SV=1
negative,A0A8H5TG18,A0A8H5TG18_9HYPO beta-glucosidase OS=Fusarium denticulatum OX=48507 GN=FDENT_11647 PE=3 SV=1
positive,H6MTQ7,H6MTQ7_GORPV Thermostable beta-glucosidase B OS=Gordonia polyisoprenivorans (strain DSM 44266 / VH2) OX=1112204 GN=bglB PE=3 SV=1
negative,A0A7W7DVG3,A0A7W7DVG3_9ACTN Beta-glucosidase OS=Streptomyces luteogriseus OX=68233 GN=BJ965_007432 PE=3 SV=1
positive,A0A8J6Z369,A0A8J6Z369_9BACL beta-glucosidase OS=Thermicanus sp OX=2773240 GN=IMW85_09420 PE=4 SV=1
negative,A0A0C9XVY0,A0A0C9XVY0_9AGAR beta-glucosidase OS=Laccaria amethystina LaAM-08-1 OX=1095629 GN=K443DRAFT_679457 PE=3 SV=1
positive,A0A1C5Z0R6,A0A1C5Z0R6_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_4 PE=3 SV=1
negative,A0A1H6ESI5,A0A1H6ESI5_9ACTN beta-glucosidase OS=Nonomuraea solani OX=1144553 GN=SAMN05444920_1187 PE=4 SV=1
positive,A0A212KJ50,A0A212KJ50_9FIRM Thermostable beta-glucosidase B OS=uncultured Eubacteriales bacterium OX=172733 GN=bglB PE=3 SV=1
negative,A0A9D5HMB9,A0A9D5HMB9_9LILI beta-glucosidase OS=Dioscorea zingiberensis OX=325984 GN=J5N97_009978 PE=4 SV=1
positive,A0A1B1NCP4,A0A1B1NCP4_9MICO beta-glucosidase OS=Serinicoccus hydrothermalis OX=1758689 GN=SGUI_1765 PE=4 SV=1
negative,A0A8H6REV8,A0A8H6REV8_9PEZI Alpha/beta-glucosidase agdC OS=Pseudocercospora fuligena OX=685502 GN=HII31_08615 PE=3 SV=1
positive,A0A2P2EDZ7,A0A2P2EDZ7_9PROT Thermostable beta-glucosidase B OS=Candidatus Phycosocius bacilliformis OX=1445552 GN=bglB PE=3 SV=1
negative,A0A7W4YJN1,A0A7W4YJN1_LEIAQ Beta-glucosidase OS=Leifsonia aquatica OX=144185 GN=FHX33_003041 PE=3 SV=1
positive,A0A399EC91,A0A399EC91_9DEIN Beta-glucosidase OS=Meiothermus luteus OX=2026184 GN=bglA_3 PE=3 SV=1
negative,A0A933LED1,A0A933LED1_9ACTN beta-glucosidase OS=Actinomycetota bacterium OX=2900548 GN=HY828_05840 PE=3 SV=1
positive,A0A6N2R6Z9,A0A6N2R6Z9_BACOV Thermostable beta-glucosidase B OS=Bacteroides ovatus OX=28116 GN=bglB_1 PE=3 SV=1
negative,A0A5J5K218,A0A5J5K218_9ACTN Beta-glucosidase OS=Microbispora cellulosiformans OX=2614688 GN=F5972_15025 PE=3 SV=1
positive,A0A7K2CFP3,A0A7K2CFP3_9BACT beta-glucosidase OS=Rhodothermaceae bacterium OX=2026787 GN=F4199_11885 PE=4 SV=1
negative,A0A5M4AJR3,A0A5M4AJR3_9BACT beta-glucosidase OS=Prolixibacter sp. NT017 OX=2652390 GN=NT017_41160 PE=4 SV=1
positive,A0A8D9LDV9,A0A8D9LDV9_9BACT Thermostable beta-glucosidase B OS=Parabacteroides distasonis OX=823 GN=bglB_2 PE=3 SV=1
negative,V2WZP0,V2WZP0_MONRO beta-glucosidase OS=Moniliophthora roreri (strain MCA 2997) OX=1381753 GN=Moror_9998 PE=3 SV=1
positive,A0A6N2TX59,A0A6N2TX59_9BIFI Thermostable beta-glucosidase B OS=Bifidobacterium dentium OX=1689 GN=bglB_5 PE=3 SV=1
negative,B0NSX8,B0NSX8_BACSE beta-glucosidase OS=Bacteroides stercoris ATCC 43183 OX=449673 GN=BACSTE_02593 PE=3 SV=1
positive,A0A430S1W8,A0A430S1W8_THESC Beta-glucosidase OS=Thermus scotoductus OX=37636 GN=CSW40_02430 PE=3 SV=1
negative,A0A9X1M1I3,A0A9X1M1I3_9MICC Beta-glucosidase OS=Arthrobacter gengyunqii OX=2886940 GN=LJ751_07800 PE=3 SV=1
positive,A0AAN1LWN3,A0AAN1LWN3_9ACTN Thermostable beta-glucosidase B OS=Streptomyces sp. M56 OX=1495638 GN=bglB_3 PE=4 SV=1
negative,A0A954XXQ0,A0A954XXQ0_9BACT beta-glucosidase OS=Planctomycetales bacterium OX=2053591 GN=KDA44_05560 PE=3 SV=1
positive,A0A6N3E972,A0A6N3E972_KLEOX Thermostable beta-glucosidase B OS=Klebsiella oxytoca OX=571 GN=bglB_2 PE=3 SV=1
